"gene_id","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","level3_pathway_name","ko","ko_name","ko_des"
"g_48246",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",18.359093,13.781149,15.037792,2.921449,6.012429,2.252896,6.952553,12.110847,39.726221,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_48855",0,0,"Q9HZE0.1","RecName: Full=NAD-specific glutamate dehydrogenase; Short=NAD-GDH; AltName: Full=NAD(+)-dependent glutamate dehydrogenase",0.63916,1.249105,0.537785,0.479941,0.651754,0.541381,1.317559,2.331788,2.763127,"Nitrogen metabolism","K15371","GDH2","glutamate dehydrogenase"
"g_48866",0,1,"Q04507.2","RecName: Full=Ammonia monooxygenase alpha subunit; Short=AMO; AltName: Full=Acetylene-binding polypeptide; AltName: Full=Heterotrimeric Cu-heme enzyme",66.792232,142.879529,92.667138,4.330817,10.07652,3.318947,2.159897,2.330972,1.013184,"Nitrogen metabolism","K10944","pmoA-amoA","methane/ammonia monooxygenase subunit A"
"g_51898",0,0,"P61517.1","RecName: Full=Carbonic anhydrase 2; AltName: Full=Carbonate dehydratase 2 >P61518.1 RecName: Full=Carbonic anhydrase 2; AltName: Full=Carbonate dehydratase 2",0.341404,0.061761,0.23379,0.609136,0.239831,0.453902,1.460068,3.651658,5.872096,"Nitrogen metabolism","K01673","cynT, can","carbonic anhydrase"
"g_55724",1,0,"Q9JTB8.1","RecName: Full=Copper-containing nitrite reductase; Flags: Precursor",250.942679,346.535953,310.291483,15.258011,35.231032,26.572097,8.282034,11.491667,6.250245,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_56400",0,0,"E1V8I1.1","RecName: Full=Glutamate synthase",0.628621,0.290141,0.478103,0.355865,0.141234,0.077837,1.113039,1.066306,5.420168,"Nitrogen metabolism","K00265","gltB","glutamate synthase (NADPH) large chain"
"g_56984",0,0,"P78061.2","RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase",0.945701,0.839542,0.79396,0.669624,0.895013,1.166822,2.395998,2.77347,3.350177,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_01051",0,0,"P12716.1","RecName: Full=Actin, cytoplasmic; Contains: RecName: Full=Actin, cytoplasmic, intermediate form; Flags: Precursor",18.274359,7.407874,2.15571,0,0.226589,0.287235,0,0,0,"Phototransduction - fly","K05692","ACTB_G1","actin beta/gamma 1"
"g_08757",0,0,"Q41420.1","PUTATIVE PSEUDOGENE: RecName: Full=Putative calmodulin-3; Short=CaM-3",36.280253,16.046749,19.310493,0.148223,0,0.370853,5.94185,7.930088,0.597556,"Phototransduction - fly","K02183","CALM","calmodulin"
"g_08757",0,0,"Q41420.1","PUTATIVE PSEUDOGENE: RecName: Full=Putative calmodulin-3; Short=CaM-3",36.280253,16.046749,19.310493,0.148223,0,0.370853,5.94185,7.930088,0.597556,"Phototransduction","K02183","CALM","calmodulin"
"g_09501",0,0,"P04464.3","RecName: Full=Calmodulin; Short=CaM",18.678784,10.194186,15.638236,0.393922,0,0,1.798118,2.399333,0.529161,"Phototransduction - fly","K02183","CALM","calmodulin"
"g_09501",0,0,"P04464.3","RecName: Full=Calmodulin; Short=CaM",18.678784,10.194186,15.638236,0.393922,0,0,1.798118,2.399333,0.529161,"Phototransduction","K02183","CALM","calmodulin"
"g_24609",0,0,"P62871.3","RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62872.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62873.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62874.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P54311.4 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1",22.573563,8.467426,8.691165,0.023763,0.022101,0.104788,3.167734,4.744376,0.504197,"Phototransduction","K04536","GNB1","guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"g_31770",0,1,"Q09196.1","RecName: Full=Myosin regulatory light chain cdc4",11.766275,9.038369,7.468409,0.208971,0,0,1.868323,2.017337,0.372672,"Phototransduction - fly","K02183","CALM","calmodulin"
"g_31770",0,1,"Q09196.1","RecName: Full=Myosin regulatory light chain cdc4",11.766275,9.038369,7.468409,0.208971,0,0,1.868323,2.017337,0.372672,"Phototransduction","K02183","CALM","calmodulin"
"g_33597",0,0,"P36408.1","RecName: Full=Guanine nucleotide-binding protein subunit beta",33.606974,16.516017,17.138476,0.538378,0.152474,0.290688,9.08705,8.80656,0.707011,"Phototransduction","K04536","GNB1","guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"g_48714",0,0,"P62871.3","RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62872.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62873.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P62874.3 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1 >P54311.4 RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1; AltName: Full=Transducin beta chain 1",14.981022,3.898352,4.563911,0.217884,0.132723,0,2.709205,2.091985,0.359558,"Phototransduction","K04536","GNB1","guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"g_49798",0,0,"P04464.3","RecName: Full=Calmodulin; Short=CaM",26.737332,14.852615,12.77174,0.429324,0.2246,0.140139,2.508376,5.321884,0.188492,"Phototransduction","K02183","CALM","calmodulin"
"g_49798",0,0,"P04464.3","RecName: Full=Calmodulin; Short=CaM",26.737332,14.852615,12.77174,0.429324,0.2246,0.140139,2.508376,5.321884,0.188492,"Phototransduction - fly","K02183","CALM","calmodulin"
"g_00005",0,0,"Q7FAS1.1","RecName: Full=Peroxisomal (S)-2-hydroxy-acid oxidase GLO3; AltName: Full=Glycolate oxidase 3; Short=GOX 3; Short=OsGLO3; AltName: Full=Short chain alpha-hydroxy acid oxidase GLO3 >B8AUI3.1 RecName: Full=Peroxisomal (S)-2-hydroxy-acid oxidase GLO3; AltName: Full=Glycolate oxidase 3; Short=GOX 3; Short=OsGLO3; AltName: Full=Short chain alpha-hydroxy acid oxidase GLO3",18.961999,4.942066,2.640825,0.06334,0.172952,0,0,0,0,"Peroxisome","K11517","HAO","(S)-2-hydroxy-acid oxidase"
"g_00166",0,1,"Q8VIK2.1","RecName: Full=Mpv17-like protein 2",4.480193,3.468474,2.838521,0,0,0,0.489729,0.112766,0.089678,"Peroxisome","K13348","MPV17","protein Mpv17"
"g_02624",0,0,"Q9SRQ3.1","RecName: Full=Peroxisome biogenesis protein 19-1; AltName: Full=Peroxin-19-1; Short=AtPEX19-1; AltName: Full=Peroxisomal membrane protein import receptor PEX19-1; Flags: Precursor",7.885735,3.405564,1.346121,0,0.190509,0.16337,0,0,0,"Peroxisome","K13337","PEX19","peroxin-19"
"g_04614",0,0,"P12617.2","RecName: Full=Malonyl-CoA decarboxylase, mitochondrial; Short=MCD; Flags: Precursor",4.387132,1.190119,1.693397,0.051995,0,0,1.059147,0.666386,0.136916,"Peroxisome","K01578","MLYCD","malonyl-CoA decarboxylase"
"g_06063",0,0,"A4IF87.1","RecName: Full=Dihydroxyacetone phosphate acyltransferase; Short=DAP-AT; Short=DHAP-AT; AltName: Full=Acyl-CoA:dihydroxyacetonephosphateacyltransferase; AltName: Full=Glycerone-phosphate O-acyltransferase",7.206448,3.580754,3.731913,0.098972,0.021627,0.033525,0.851364,1.196572,0.051508,"Peroxisome","K00649","GNPAT","glyceronephosphate O-acyltransferase"
"g_08361",0,0,"Q6AUV1.1","RecName: Full=Xanthine dehydrogenase",6.319629,2.36416,2.214291,0,0.013064,0.081427,0.96406,0.605546,0.021084,"Peroxisome","K00106","XDH","xanthine dehydrogenase/oxidase"
"g_11410",0,1,"Q8T8P3.1","RecName: Full=ABC transporter D family member 2; AltName: Full=ABC transporter ABCD.2",5.256477,2.888642,2.913376,0.01625,0.033685,0,0.620474,0.746195,0.187301,"Peroxisome","K05677","ABCD3, PMP70","ATP-binding cassette, subfamily D (ALD), member 3"
"g_11900",0,1,"Q94FB9.1","RecName: Full=ABC transporter D family member 1; Short=ABC transporter ABCD.1; Short=AtABCD1; AltName: Full=Peroxisomal ABC transporter 1; Short=AtPXA1; AltName: Full=Protein ACETATE NON-UTILIZING 2; AltName: Full=Protein COMATOSE; AltName: Full=Protein PEROXISOME DEFECTIVE 3; Short=Ped3p",10.848143,4.567008,5.626607,0.076786,0,0,0.929593,1.677654,0.115802,"Peroxisome","K05677","ABCD3, PMP70","ATP-binding cassette, subfamily D (ALD), member 3"
"g_13533",0,0,"O81027.2","RecName: Full=Hydroxymethylglutaryl-CoA lyase, mitochondrial; Short=HL; Short=HMG-CoA lyase; AltName: Full=3-hydroxy-3-methylglutarate-CoA lyase",5.509814,3.764267,4.810584,0,0,0,2.14651,1.438434,0.054025,"Peroxisome","K01640","HMGCL, hmgL","hydroxymethylglutaryl-CoA lyase"
"g_16957",0,1,"Q8HXQ3.3","RecName: Full=Superoxide dismutase",24.037798,13.722319,12.946158,0.061327,0,0.104199,2.614049,2.715605,0.176788,"Peroxisome","K04565","SOD1","superoxide dismutase, Cu-Zn family"
"g_17118",0,0,NA,NA,7.843471,7.88815,7.64729,0,0.048559,0.466683,3.246607,4.08238,0.351116,"Peroxisome","K13352","PEX11B","peroxin-11B"
"g_20407",0,0,"Q9R063.1","RecName: Full=Peroxiredoxin-5, mitochondrial; AltName: Full=Antioxidant enzyme B166; Short=AOEB166; AltName: Full=PLP; AltName: Full=Peroxiredoxin V; Short=Prx-V; AltName: Full=Peroxisomal antioxidant enzyme; AltName: Full=Thioredoxin peroxidase PMP20; Flags: Precursor",36.113235,23.426586,22.245294,0.106603,0,0,3.813038,6.29788,0.412782,"Peroxisome","K11187","PRDX5","peroxiredoxin 5"
"g_21189",0,0,"Q55DR6.1","RecName: Full=Fatty acyl-CoA synthetase A; AltName: Full=Long chain fatty acyl coenzyme A-synthetase 1; Short=LC-FACS 1; AltName: Full=Long-chain-fatty-acid--CoA synthetase 1",5.340973,3.992798,3.803771,0.269673,0.017413,0.055153,1.643932,1.548593,0.284116,"Peroxisome","K01897","ACSL, fadD","long-chain acyl-CoA synthetase"
"g_21484",0,0,"O60135.1","RecName: Full=Long-chain-fatty-acid--CoA ligase 1; AltName: Full=Fatty acid activator 1; AltName: Full=Long-chain acyl-CoA synthetase 1",20.201321,9.102715,8.708254,0,0,0.114606,1.232144,1.190411,0.070931,"Peroxisome","K01897","ACSL, fadD","long-chain acyl-CoA synthetase"
"g_24668",0,1,"O43808.1","RecName: Full=Peroxisomal membrane protein PMP34; AltName: Full=34 kDa peroxisomal membrane protein; AltName: Full=Solute carrier family 25 member 17",8.479808,4.094589,1.762404,0.02324,0.065653,0.03925,0.870687,1.306437,0.028097,"Peroxisome","K13354","SLC25A17, PMP34","solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"
"g_25529",0,0,"O13294.3","RecName: Full=Isocitrate dehydrogenase",174.691171,41.285011,37.030012,0.208163,0.355047,0.43908,0.110786,0,0,"Peroxisome","K00031","IDH1, IDH2, icd","isocitrate dehydrogenase"
"g_29329",0,1,"P31108.1","RecName: Full=Superoxide dismutase",88.981948,35.369577,42.45229,0.793073,0.567636,0.677902,18.433318,15.009973,2.212254,"Peroxisome","K04564","SOD2","superoxide dismutase, Fe-Mn family"
"g_30284",0,0,"Q8LPS1.1","RecName: Full=Long chain acyl-CoA synthetase 6, peroxisomal; Flags: Precursor",5.939023,3.358095,4.045566,0.205111,0,0.009543,0.698747,0.840444,0.326864,"Peroxisome","K01897","ACSL, fadD","long-chain acyl-CoA synthetase"
"g_32766",0,1,"O43808.1","RecName: Full=Peroxisomal membrane protein PMP34; AltName: Full=34 kDa peroxisomal membrane protein; AltName: Full=Solute carrier family 25 member 17",4.366107,2.420544,3.656651,0.104173,0,0,1.344255,1.343111,0,"Peroxisome","K13354","SLC25A17, PMP34","solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"
"g_33406",0,0,"O77229.2","RecName: Full=Catalase-A",17.98581,9.073905,10.644104,0.164201,0.150253,0.135385,4.253797,4.932609,0.41838,"Peroxisome","K03781","katE, CAT, catB, srpA","catalase"
"g_33541",0,0,"Q9P0Z9.2","RecName: Full=Peroxisomal sarcosine oxidase; Short=PSO; AltName: Full=L-pipecolate oxidase; AltName: Full=L-pipecolic acid oxidase",6.524555,2.418202,3.033359,0.20438,0.02431,0,1.607577,1.152377,0.050159,"Peroxisome","K00306","PIPOX","sarcosine oxidase / L-pipecolate oxidase"
"g_33650",0,0,"P54071.3","RecName: Full=Isocitrate dehydrogenase",76.612577,48.354872,48.934044,0.941962,0.512773,0.678158,13.52286,15.561003,1.688525,"Peroxisome","K00031","IDH1, IDH2, icd","isocitrate dehydrogenase"
"g_46063",0,0,"Q9R063.1","RecName: Full=Peroxiredoxin-5, mitochondrial; AltName: Full=Antioxidant enzyme B166; Short=AOEB166; AltName: Full=PLP; AltName: Full=Peroxiredoxin V; Short=Prx-V; AltName: Full=Peroxisomal antioxidant enzyme; AltName: Full=Thioredoxin peroxidase PMP20; Flags: Precursor",13.631137,8.743942,12.148144,0,0,0,2.368896,1.684366,0.268904,"Peroxisome","K11187","PRDX5","peroxiredoxin 5"
"g_46875",0,0,"O64894.1","RecName: Full=Acyl-coenzyme A oxidase, peroxisomal; Short=AOX; AltName: Full=Long-chain acyl-CoA oxidase; Flags: Precursor",8.952554,7.76352,8.802755,0.288545,0.162216,0.116498,5.392792,7.237372,0.618467,"Peroxisome","K00232","E1.3.3.6, ACOX1, ACOX3","acyl-CoA oxidase"
"g_50249",0,0,"O64894.1","RecName: Full=Acyl-coenzyme A oxidase, peroxisomal; Short=AOX; AltName: Full=Long-chain acyl-CoA oxidase; Flags: Precursor",9.033969,8.502107,8.531123,0.524128,0.137422,0.247999,5.550953,7.299087,0.531174,"Peroxisome","K00232","E1.3.3.6, ACOX1, ACOX3","acyl-CoA oxidase"
"g_53867",0,0,"P16100.5","RecName: Full=Isocitrate dehydrogenase",4.011118,1.941714,3.531951,2.166703,1.566038,4.189117,7.99462,8.56271,29.721058,"Peroxisome","K00031","IDH1, IDH2, icd","isocitrate dehydrogenase"
"g_56419",0,0,"P12617.2","RecName: Full=Malonyl-CoA decarboxylase, mitochondrial; Short=MCD; Flags: Precursor",0,0.098141,0,0,0.092074,0.374435,4.315485,1.342457,5.775773,"Peroxisome","K01578","MLYCD","malonyl-CoA decarboxylase"
"g_01136",0,0,"Q96533.2","RecName: Full=Alcohol dehydrogenase class-3; AltName: Full=Alcohol dehydrogenase class-III; AltName: Full=Glutathione-dependent formaldehyde dehydrogenase; Short=FALDH; Short=FDH; Short=GSH-FDH; AltName: Full=S-(hydroxymethyl)glutathione dehydrogenase",14.833339,8.618659,8.36055,0,0,0,2.1789,2.206191,0.21052,"Drug metabolism - cytochrome P450","K00121","frmA, ADH5, adhC","S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"g_16634",0,0,"P42327.1","RecName: Full=Alcohol dehydrogenase; Short=ADH",18.243149,7.302771,5.659542,0.320659,0.595582,0.221335,0.053081,0.058104,0,"Drug metabolism - cytochrome P450","K13953","adhP","alcohol dehydrogenase, propanol-preferring"
"g_18102",0,0,"B3FWR8.1","RecName: Full=Glutathione S-transferase hmp2; AltName: Full=Hypothemycin biosynthesis cluster protein hpm2",4.586186,3.745718,2.919928,0,0,0,1.281607,0.667316,1.352301,"Drug metabolism - cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_18369",0,0,"Q08863.1","RecName: Full=Glutathione S-transferase alpha I; AltName: Full=GST class-alpha; AltName: Full=GSTA1-1; Contains: RecName: Full=Glutathione S-transferase alpha I, N-terminally processed",10.914537,9.106087,11.074018,0.107433,0.077047,0,5.777094,5.104958,0.69721,"Drug metabolism - cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_20759",0,0,NA,NA,11.066785,7.455909,8.365768,0.092156,0.241757,0.071847,1.321239,3.260612,0.48021,"Drug metabolism - cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_46354",0,1,"P73795.1","RecName: Full=Uncharacterized protein sll1147",3.888325,1.406049,1.684107,0,0,0,1.667496,0.713467,0.186043,"Drug metabolism - cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_51381",0,0,"Q54IT3.1","RecName: Full=Probable flavin-containing monoamine oxidase A",6.229831,4.708898,4.465717,0.267497,0.032753,0.073206,2.695855,4.447548,0.340348,"Drug metabolism - cytochrome P450","K00274","MAO, aofH","monoamine oxidase"
"g_53446",0,0,"P31005.3","RecName: Full=NAD-dependent methanol dehydrogenase; Short=MDH; Short=MEDH; AltName: Full=Type 3 alcohol dehydrogenase",0.242738,0.142337,0.083151,7.605507,3.054741,2.125075,11.556814,14.727136,38.631572,"Drug metabolism - cytochrome P450","K00001","E1.1.1.1, adh","alcohol dehydrogenase"
"g_01136",0,0,"Q96533.2","RecName: Full=Alcohol dehydrogenase class-3; AltName: Full=Alcohol dehydrogenase class-III; AltName: Full=Glutathione-dependent formaldehyde dehydrogenase; Short=FALDH; Short=FDH; Short=GSH-FDH; AltName: Full=S-(hydroxymethyl)glutathione dehydrogenase",14.833339,8.618659,8.36055,0,0,0,2.1789,2.206191,0.21052,"Metabolism of xenobiotics by cytochrome P450","K00121","frmA, ADH5, adhC","S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase"
"g_16634",0,0,"P42327.1","RecName: Full=Alcohol dehydrogenase; Short=ADH",18.243149,7.302771,5.659542,0.320659,0.595582,0.221335,0.053081,0.058104,0,"Metabolism of xenobiotics by cytochrome P450","K13953","adhP","alcohol dehydrogenase, propanol-preferring"
"g_18102",0,0,"B3FWR8.1","RecName: Full=Glutathione S-transferase hmp2; AltName: Full=Hypothemycin biosynthesis cluster protein hpm2",4.586186,3.745718,2.919928,0,0,0,1.281607,0.667316,1.352301,"Metabolism of xenobiotics by cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_18369",0,0,"Q08863.1","RecName: Full=Glutathione S-transferase alpha I; AltName: Full=GST class-alpha; AltName: Full=GSTA1-1; Contains: RecName: Full=Glutathione S-transferase alpha I, N-terminally processed",10.914537,9.106087,11.074018,0.107433,0.077047,0,5.777094,5.104958,0.69721,"Metabolism of xenobiotics by cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_20759",0,0,NA,NA,11.066785,7.455909,8.365768,0.092156,0.241757,0.071847,1.321239,3.260612,0.48021,"Metabolism of xenobiotics by cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_46354",0,1,"P73795.1","RecName: Full=Uncharacterized protein sll1147",3.888325,1.406049,1.684107,0,0,0,1.667496,0.713467,0.186043,"Metabolism of xenobiotics by cytochrome P450","K00799","GST, gst","glutathione S-transferase"
"g_53446",0,0,"P31005.3","RecName: Full=NAD-dependent methanol dehydrogenase; Short=MDH; Short=MEDH; AltName: Full=Type 3 alcohol dehydrogenase",0.242738,0.142337,0.083151,7.605507,3.054741,2.125075,11.556814,14.727136,38.631572,"Metabolism of xenobiotics by cytochrome P450","K00001","E1.1.1.1, adh","alcohol dehydrogenase"
"g_01572",0,0,NA,NA,35.067036,15.845747,17.438305,0,0.25154,0.294442,4.344778,5.470845,0.615645,"Longevity regulating pathway - multiple species","K07200","PRKAG","5'-AMP-activated protein kinase, regulatory gamma subunit"
"g_04111",0,0,"Q01513.1","RecName: Full=Adenylate cyclase; AltName: Full=ATP pyrophosphate-lyase; AltName: Full=Adenylyl cyclase",5.359633,2.554104,1.117416,0,0.131737,0.199091,0,0,0,"Longevity regulating pathway - multiple species","K01768","E4.6.1.1","adenylate cyclase"
"g_06686",0,0,"P54674.2","RecName: Full=Phosphatidylinositol 3-kinase 2; Short=PI3-kinase; Short=PI3K; Short=PtdIns-3-kinase",11.053957,3.849246,4.143611,0.058952,0,0,1.061315,1.123233,0.106986,"Longevity regulating pathway - multiple species","K00922","PIK3CA_B_D","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta"
"g_09260",0,1,NA,NA,12.560882,3.609022,4.600732,0,0,0.047837,2.487554,2.121546,0.316119,"Longevity regulating pathway - multiple species","K01768","E4.6.1.1","adenylate cyclase"
"g_10789",0,0,"O74402.1","RecName: Full=Heat shock protein 78, mitochondrial; Flags: Precursor",11.012972,2.49072,2.642407,0.22854,0.231128,0.163804,5.76165,4.443926,0.586665,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_11108",0,0,"P42730.2","RecName: Full=Chaperone protein ClpB1; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 1; AltName: Full=Casein lytic proteinase B1; AltName: Full=Heat shock protein 101; AltName: Full=Protein DEFECTIVE IN LONG-TERM ACQUIRED THERMOTOLERANCE",22.927604,2.88034,4.603009,0.378842,0.808104,0.841624,22.350482,24.971646,1.985706,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_11915",0,0,"P42730.2","RecName: Full=Chaperone protein ClpB1; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 1; AltName: Full=Casein lytic proteinase B1; AltName: Full=Heat shock protein 101; AltName: Full=Protein DEFECTIVE IN LONG-TERM ACQUIRED THERMOTOLERANCE",18.651186,2.272474,2.629968,0.612159,0.479908,0.62095,9.285692,10.569998,0.598302,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_12997",0,0,"Q86C65.1","RecName: Full=Serine/threonine-protein kinase tor; AltName: Full=Target of rapamycin",6.50735,2.521187,3.12967,0.036884,0.021339,0.038254,1.203467,1.230104,0.079862,"Longevity regulating pathway - multiple species","K07203","MTOR, FRAP, TOR","serine/threonine-protein kinase mTOR"
"g_15853",0,0,"O42227.1","RecName: Full=Probable histone deacetylase 1-B; Short=HD1-B; AltName: Full=RPD3 homolog",13.233756,6.684132,6.470892,0,0.116513,0,2.376327,1.883822,0.142044,"Longevity regulating pathway - multiple species","K06067","HDAC1_2","histone deacetylase 1/2"
"g_15928",0,0,"Q6ZLP5.1","RecName: Full=CBL-interacting protein kinase 23; AltName: Full=OsCIPK23",7.641348,4.010751,4.337406,0.167713,0.073295,0.082035,1.360301,2.116081,0.049402,"Longevity regulating pathway - multiple species","K07198","PRKAA, AMPK","5'-AMP-activated protein kinase, catalytic alpha subunit"
"g_16957",0,1,"Q8HXQ3.3","RecName: Full=Superoxide dismutase",24.037798,13.722319,12.946158,0.061327,0,0.104199,2.614049,2.715605,0.176788,"Longevity regulating pathway - multiple species","K04565","SOD1","superoxide dismutase, Cu-Zn family"
