"gene_id","tSNE1","tSNE2","DGI_label","DGI_sub_label","Kmeans_label","Kmeans_subcel_label","HC_label","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_10966",5.93165352343569,3.41511682201209,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 2",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 2",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_10966",5.93165352343569,3.41511682201209,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 2",0,0,"Q1QUG5.1","RecName: Full=Glucose-6-phosphate isomerase 2; Short=GPI 2; AltName: Full=Phosphoglucose isomerase 2; Short=PGI 2; AltName: Full=Phosphohexose isomerase 2; Short=PHI 2",9.464073,13.886685,13.917532,12.615692,8.280245,12.823748,5.417175,5.858151,3.586592,"K01810",5,9100,"Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism","K01810","GPI, pgi","glucose-6-phosphate isomerase","[EC:5.3.1.9]"
"g_12904",-11.2107011075228,24.3502686713949,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q9X2T1.1","RecName: Full=Thioredoxin; Short=Trx",2.744476,3.630234,3.318783,6.525464,3.02033,10.846865,23.088778,14.756148,53.028613,"K03671",5,9160,"Human Diseases",9164,"Neurodegenerative disease",5012,"Parkinson disease","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q9X2T1.1","RecName: Full=Thioredoxin; Short=Trx",2.744476,3.630234,3.318783,6.525464,3.02033,10.846865,23.088778,14.756148,53.028613,"K03671",5,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q9X2T1.1","RecName: Full=Thioredoxin; Short=Trx",2.744476,3.630234,3.318783,6.525464,3.02033,10.846865,23.088778,14.756148,53.028613,"K03671",5,9160,"Human Diseases",9166,"Cardiovascular disease",5418,"Fluid shear stress and atherosclerosis","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q9X2T1.1","RecName: Full=Thioredoxin; Short=Trx",2.744476,3.630234,3.318783,6.525464,3.02033,10.846865,23.088778,14.756148,53.028613,"K03671",5,9150,"Organismal Systems",9151,"Immune system",4621,"NOD-like receptor signaling pathway","K03671","trxA","thioredoxin 1","-"
"g_12904",-11.2107011075228,24.3502686713949,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q9X2T1.1","RecName: Full=Thioredoxin; Short=Trx",2.744476,3.630234,3.318783,6.525464,3.02033,10.846865,23.088778,14.756148,53.028613,"K03671",5,9160,"Human Diseases",9171,"Infectious disease: bacterial",5132,"Salmonella infection","K03671","trxA","thioredoxin 1","-"
"g_14008",-14.5528238959643,25.3009045368345,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"A1U4C6.1","RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase",1.358386,1.02677,0.808339,4.501486,2.89713,4.159053,18.786512,16.085823,74.787399,"K00791",3,9100,"Metabolism",9109,"Metabolism of terpenoids and polyketides",908,"Zeatin biosynthesis","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_14008",-14.5528238959643,25.3009045368345,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"A1U4C6.1","RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase",1.358386,1.02677,0.808339,4.501486,2.89713,4.159053,18.786512,16.085823,74.787399,"K00791",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_14008",-14.5528238959643,25.3009045368345,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"A1U4C6.1","RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase",1.358386,1.02677,0.808339,4.501486,2.89713,4.159053,18.786512,16.085823,74.787399,"K00791",3,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1006,"Prenyltransferases","K00791","miaA, TRIT1","tRNA dimethylallyltransferase","[EC:2.5.1.75]"
"g_15338",5.26676152951577,7.35698581475612,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"Q5F786.1","RecName: Full=UPF0210 protein NGO1297",1.236825,0.703235,0.950841,17.356823,28.353425,16.451895,9.459852,9.464241,9.757792,"K09157",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99997,"Function unknown","K09157","K09157","uncharacterized protein","-"
"g_16396",6.39992919748143,6.46984771162233,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 2",0,0,"Q52528.2","RecName: Full=Protein NorD",18.787353,13.367037,15.907311,10.628038,43.59543,16.036038,3.355706,6.206069,5.965491,"K02448",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99982,"Energy metabolism","K02448","norD","nitric oxide reductase NorD protein","-"
"g_17558",-8.59020601570893,25.2642931598591,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,1,NA,NA,44.299277,65.164408,46.738043,8.239898,10.721204,5.846719,22.063286,20.704985,41.014535,"K10946",2,9100,"Metabolism",9102,"Energy metabolism",680,"Methane metabolism","K10946","pmoC-amoC","methane/ammonia monooxygenase subunit C","-"
"g_17558",-8.59020601570893,25.2642931598591,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,1,NA,NA,44.299277,65.164408,46.738043,8.239898,10.721204,5.846719,22.063286,20.704985,41.014535,"K10946",2,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K10946","pmoC-amoC","methane/ammonia monooxygenase subunit C","-"
"g_18910",6.04703424663128,3.85177948664722,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 2",0,0,"P55465.1","RecName: Full=Uncharacterized protein y4gI",6.905856,9.792322,9.557431,11.991028,11.917955,13.073595,6.833636,6.006184,3.951695,"K20444",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1005,"Lipopolysaccharide biosynthesis proteins","K20444","rfbC","O-antigen biosynthesis protein","[EC:2.4.1.-]"
"g_19333",5.2065367251935,7.76293833714681,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,1,"D5DEH5.1","RecName: Full=Bacillolysin; AltName: Full=Neutral protease; Flags: Precursor",15.176086,46.390712,32.388884,16.436659,43.306401,22.978752,8.635076,8.959263,7.917756,"K01400",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01400","nprE","bacillolysin","[EC:3.4.24.28]"
"g_22718",-14.4624056715703,29.0071979769954,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"A1U1H1.1","RecName: Full=ATP-dependent Clp protease adapter protein ClpS",1.376805,4.943822,2.977213,4.138234,2.864764,3.347339,9.546011,13.043068,51.261781,"K06891",1,9190,"Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","K06891","clpS","ATP-dependent Clp protease adaptor protein ClpS","-"
"g_26668",-9.21485521507186,23.4140695845542,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"A4VGE9.1","RecName: Full=ATP-dependent protease ATPase subunit HslU; AltName: Full=Unfoldase HslU",0.847455,1.158032,0.513253,12.660789,2.387587,7.64972,30.217669,18.565484,36.09841,"K03667",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03667","hslU","ATP-dependent HslUV protease ATP-binding subunit HslU","-"
"g_31245",-9.13708868221691,22.7798931836487,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q6VAY5.1","RecName: Full=Chaperone protein DnaJ",5.350267,6.731095,6.085875,15.458961,4.927923,6.949226,25.629963,23.933249,51.554525,"K03686",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03686","dnaJ","molecular chaperone DnaJ","-"
"g_31245",-9.13708868221691,22.7798931836487,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,0,"Q6VAY5.1","RecName: Full=Chaperone protein DnaJ",5.350267,6.731095,6.085875,15.458961,4.927923,6.949226,25.629963,23.933249,51.554525,"K03686",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis","K03686","dnaJ","molecular chaperone DnaJ","-"
"g_31453",-7.85534421180403,22.1890486394707,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,1,NA,NA,3.146433,1.492308,4.441936,11.232672,7.6345,10.395997,16.003717,35.143599,53.56203,"K08084",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K08084","fimT","type IV fimbrial biogenesis protein FimT","-"
"g_32879",-11.1724395441078,36.0295115470068,"Cluster 2","Cluster 4","Cluster 4","Cluster 3","Cluster 2",0,0,"A4VGE9.1","RecName: Full=ATP-dependent protease ATPase subunit HslU; AltName: Full=Unfoldase HslU",1.612036,1.589753,1.722015,4.028262,1.411768,3.436787,14.289209,8.045215,15.349519,"K03667",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3110,"Chaperones and folding catalysts","K03667","hslU","ATP-dependent HslUV protease ATP-binding subunit HslU","-"
"g_35149",-13.7326585414935,28.4202948724593,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"P26876.2","RecName: Full=Triacylglycerol lipase; AltName: Full=Extracellular lipase; AltName: Full=Triacylglycerol ester hydrolase; Flags: Precursor",6.58916,4.787649,1.501506,5.238386,3.679944,6.292916,11.028141,17.411314,36.579218,"K01046",1,9100,"Metabolism",9103,"Lipid metabolism",561,"Glycerolipid metabolism","K01046","lip, TGL2","triacylglycerol lipase","[EC:3.1.1.3]"
"g_36753",-14.0110502789389,27.6563337192236,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"P27298.3","RecName: Full=Oligopeptidase A",2.003524,2.063914,4.212739,5.548213,3.420954,5.948206,8.670603,13.453335,56.387694,"K01414",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01414","prlC","oligopeptidase A","[EC:3.4.24.70]"
"g_36859",-4.4390363202862,20.1655572862259,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,1,"Q9HXY3.1","RecName: Full=Putative zinc metalloprotease PA3649",70.985296,55.794844,64.538255,15.485846,16.042057,19.037282,26.934344,59.77244,56.980267,"K11749",2,9140,"Cellular Processes",9143,"Cell growth and death",4112,"Cell cycle - Caulobacter","K11749","rseP","regulator of sigma E protease","[EC:3.4.24.-]"
"g_36859",-4.4390363202862,20.1655572862259,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 4",0,1,"Q9HXY3.1","RecName: Full=Putative zinc metalloprotease PA3649",70.985296,55.794844,64.538255,15.485846,16.042057,19.037282,26.934344,59.77244,56.980267,"K11749",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K11749","rseP","regulator of sigma E protease","[EC:3.4.24.-]"
"g_37001",-14.8152059405582,26.7680355000336,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"A1U1B1.1","RecName: Full=Quinolinate synthase A",3.497014,2.260765,4.573809,4.198358,3.046857,4.803268,9.437286,18.74973,74.007868,"K03517",1,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",760,"Nicotinate and nicotinamide metabolism","K03517","nadA","quinolinate synthase","[EC:2.5.1.72]"
"g_37285",-7.73152147174854,38.5938769834531,"Cluster 2","Cluster 4","Cluster 4","Cluster 3","Cluster 1",0,0,"Q3JHZ1.1","RecName: Full=Ribose import ATP-binding protein RbsA 2",9.375167,11.776569,4.721859,2.56965,2.467034,3.574835,9.533302,13.541992,9.473864,"K10441",2,9130,"Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters","K10441","rbsA","ribose transport system ATP-binding protein","[EC:7.5.2.7]"
"g_37285",-7.73152147174854,38.5938769834531,"Cluster 2","Cluster 4","Cluster 4","Cluster 3","Cluster 1",0,0,"Q3JHZ1.1","RecName: Full=Ribose import ATP-binding protein RbsA 2",9.375167,11.776569,4.721859,2.56965,2.467034,3.574835,9.533302,13.541992,9.473864,"K10441",2,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K10441","rbsA","ribose transport system ATP-binding protein","[EC:7.5.2.7]"
"g_37327",7.53564696074589,8.59438621444666,"Cluster 2","Cluster 4","Cluster 5","Cluster 7","Cluster 5",1,1,"P24040.1","RecName: Full=Nitrite reductase; AltName: Full=Cytochrome cd1; AltName: Full=Cytochrome oxidase; AltName: Full=Hydroxylamine reductase; Flags: Precursor",8.857472,10.296149,8.579568,44.277287,100.617384,29.081461,2.180594,4.124341,2.944652,"K15864",1,9100,"Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism","K15864","nirS","nitrite reductase (NO-forming) / hydroxylamine reductase","[EC:1.7.2.1 1.7.99.1]"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2044,"Secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9160,"Human Diseases",9175,"Drug resistance: antimicrobial",1501,"beta-Lactam resistance","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",1504,"Antimicrobial resistance genes","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9160,"Human Diseases",9171,"Infectious disease: bacterial",5133,"Pertussis","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9150,"Organismal Systems",9159,"Environmental adaptation",4626,"Plant-pathogen interaction","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9160,"Human Diseases",9175,"Drug resistance: antimicrobial",1503,"Cationic antimicrobial peptide (CAMP) resistance","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37627",-13.935594981989,25.3139843804861,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"K12340",9,9130,"Environmental Information Processing",9131,"Membrane transport",3070,"Bacterial secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein","-"
"g_37682",-13.8005480498586,30.2139047354324,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"P30015.2","RecName: Full=Probable ATP-dependent helicase lhr; AltName: Full=Large helicase-related protein",2.542552,1.061308,1.512507,6.032923,3.139787,3.373928,7.701655,13.677339,41.447664,"K03724",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins","K03724","lhr","ATP-dependent helicase Lhr and Lhr-like helicase","[EC:3.6.4.13 5.6.2.4]"
"g_37830",-17.9266425743507,34.4424596782011,"Cluster 2","Cluster 4","Cluster 4","Cluster 7","Cluster 2",0,0,"Q1QV64.1","RecName: Full=GTP cyclohydrolase 1; AltName: Full=GTP cyclohydrolase I; Short=GTP-CH-I",1.590379,2.844503,1.006983,3.06538,1.787196,3.427896,12.950695,16.229037,33.689325,"K01495",1,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis","K01495","GCH1, folE","GTP cyclohydrolase IA","[EC:3.5.4.16]"
"g_37858",6.53692657728867,12.1190292047274,"Cluster 2","Cluster 4","Cluster 7","Cluster 7","Cluster 5",0,1,"Q09049.1","RecName: Full=Cytochrome bd ubiquinol oxidase subunit 1; AltName: Full=Cytochrome d ubiquinol oxidase subunit I",1.35153,0.631078,0.685824,132.933339,278.718881,37.403562,62.442795,21.722743,6.416001,"K00425",2,9130,"Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system","K00425","cydA","cytochrome bd ubiquinol oxidase subunit I","[EC:7.1.1.7]"
"g_37858",6.53692657728867,12.1190292047274,"Cluster 2","Cluster 4","Cluster 7","Cluster 7","Cluster 5",0,1,"Q09049.1","RecName: Full=Cytochrome bd ubiquinol oxidase subunit 1; AltName: Full=Cytochrome d ubiquinol oxidase subunit I",1.35153,0.631078,0.685824,132.933339,278.718881,37.403562,62.442795,21.722743,6.416001,"K00425",2,9100,"Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation","K00425","cydA","cytochrome bd ubiquinol oxidase subunit I","[EC:7.1.1.7]"
"g_37966",-13.6749066618689,30.9184463270951,"Cluster 2","Cluster 4","Cluster 4","Cluster 4","Cluster 2",0,1,NA,NA,1.094916,1.378941,0.677601,8.13036,2.691935,2.729488,9.934358,12.176819,35.920387,"K03561",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K03561","exbB","biopolymer transport protein ExbB","-"
