"gene_id","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","level3_pathway_name","ko","ko_name","ko_des"
"g_19066",0,1,"Q9RA46.2","RecName: Full=Probable nitrate/nitrite antiporter NarK1",0.419002,0.584383,0.241535,23.990741,583.200448,90.10109,15.469467,26.924066,48.422238,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_19066",0,1,"Q9RA46.2","RecName: Full=Probable nitrate/nitrite antiporter NarK1",0.419002,0.584383,0.241535,23.990741,583.200448,90.10109,15.469467,26.924066,48.422238,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_23362",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",13.283734,17.934255,19.591758,0.586535,0.972591,0.411849,0.310337,0.782674,0.384267,"Two-component system","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_23362",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",13.283734,17.934255,19.591758,0.586535,0.972591,0.411849,0.310337,0.782674,0.384267,"Transporters","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_23362",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",13.283734,17.934255,19.591758,0.586535,0.972591,0.411849,0.310337,0.782674,0.384267,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_26435",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",2.152073,2.28333,2.789933,0.210995,0.287856,0.31179,0.320413,0.324721,0.581818,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_26435",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",2.152073,2.28333,2.789933,0.210995,0.287856,0.31179,0.320413,0.324721,0.581818,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_28455",0,1,"A4XWM0.1","RecName: Full=Periplasmic nitrate reductase; Flags: Precursor",2.767411,4.565368,4.971807,1.104588,0.872733,0.948207,0.966488,1.700204,0.99468,"Nitrogen metabolism","K02567","napA","nitrate reductase (cytochrome)"
"g_32124",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",79.091074,105.894238,158.361455,0.247979,0.579327,1.864011,0.578689,0.236107,0.384419,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_32124",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",79.091074,105.894238,158.361455,0.247979,0.579327,1.864011,0.578689,0.236107,0.384419,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_35562",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",4.24,7.504727,8.133849,1.124699,1.420894,1.31703,1.573174,2.270327,1.682307,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_35562",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",4.24,7.504727,8.133849,1.124699,1.420894,1.31703,1.573174,2.270327,1.682307,"Two-component system","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_35562",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",4.24,7.504727,8.133849,1.124699,1.420894,1.31703,1.573174,2.270327,1.682307,"Transporters","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_42033",0,0,"P19318.2","RecName: Full=Respiratory nitrate reductase 2 beta chain",3.767134,0.241151,0.265551,3.170965,5.238158,3.571425,1.050427,1.005657,0.925,"Transporters","K00371","narH, narY, nxrB","nitrate reductase / nitrite oxidoreductase, beta subunit"
"g_42033",0,0,"P19318.2","RecName: Full=Respiratory nitrate reductase 2 beta chain",3.767134,0.241151,0.265551,3.170965,5.238158,3.571425,1.050427,1.005657,0.925,"Two-component system","K00371","narH, narY, nxrB","nitrate reductase / nitrite oxidoreductase, beta subunit"
"g_42033",0,0,"P19318.2","RecName: Full=Respiratory nitrate reductase 2 beta chain",3.767134,0.241151,0.265551,3.170965,5.238158,3.571425,1.050427,1.005657,0.925,"Nitrogen metabolism","K00371","narH, narY, nxrB","nitrate reductase / nitrite oxidoreductase, beta subunit"
"g_51049",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",14.613311,12.462245,8.656992,1373.022625,1641.823882,979.656036,865.43113,1094.61957,1206.980207,"Two-component system","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_51049",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",14.613311,12.462245,8.656992,1373.022625,1641.823882,979.656036,865.43113,1094.61957,1206.980207,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_51049",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",14.613311,12.462245,8.656992,1373.022625,1641.823882,979.656036,865.43113,1094.61957,1206.980207,"Transporters","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_52425",0,0,"Q9CKL8.1","RecName: Full=Periplasmic nitrate reductase; Flags: Precursor",2.750724,4.478279,6.239765,1.138739,0.845742,0.456907,1.367129,1.015965,1.184432,"Glyoxylate and dicarboxylate metabolism","K00123","fdoG, fdhF, fdwA","formate dehydrogenase major subunit"
"g_52425",0,0,"Q9CKL8.1","RecName: Full=Periplasmic nitrate reductase; Flags: Precursor",2.750724,4.478279,6.239765,1.138739,0.845742,0.456907,1.367129,1.015965,1.184432,"Methane metabolism","K00123","fdoG, fdhF, fdwA","formate dehydrogenase major subunit"
"g_56773",0,0,"Q3HS05.1","RecName: Full=Periplasmic nitrate reductase; Flags: Precursor >A4VJ11.1 RecName: Full=Periplasmic nitrate reductase; Flags: Precursor",2.607664,1.571895,0.884754,3.69072,2.542715,6.52661,1.766329,2.661555,16.298347,"Nitrogen metabolism","K02567","napA","nitrate reductase (cytochrome)"
"g_06597",0,0,"P25006.2","RecName: Full=Copper-containing nitrite reductase; AltName: Full=Cu-NIR; Flags: Precursor",11.866844,3.593927,2.737222,125.538635,181.796918,165.616294,70.811052,57.708414,61.83298,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_08093",0,0,"I3R637.1","RecName: Full=Assimilatory ferredoxin-dependent nitrite reductase; Short=NiR; AltName: Full=Ferredoxin:nitrite reductase",7.170485,12.894985,10.22213,0.440532,0.778947,0.297397,0.173613,0.092464,0.075543,"Sulfur metabolism","K00381","cysI","sulfite reductase (NADPH) hemoprotein beta-component"
"g_13189",0,1,"P0AFA3.1","RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA2.1 RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA4.1 RecName: Full=Nitrate/nitrite sensor protein NarX",20.702643,40.050113,34.46036,6.810874,6.126636,7.357109,6.909246,6.879686,5.320143,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_13189",0,1,"P0AFA3.1","RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA2.1 RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA4.1 RecName: Full=Nitrate/nitrite sensor protein NarX",20.702643,40.050113,34.46036,6.810874,6.126636,7.357109,6.909246,6.879686,5.320143,"Protein kinases","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_13189",0,1,"P0AFA3.1","RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA2.1 RecName: Full=Nitrate/nitrite sensor protein NarX >P0AFA4.1 RecName: Full=Nitrate/nitrite sensor protein NarX",20.702643,40.050113,34.46036,6.810874,6.126636,7.357109,6.909246,6.879686,5.320143,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_15194",0,0,"Q9JTB8.1","RecName: Full=Copper-containing nitrite reductase; Flags: Precursor",4.567265,2.976143,3.769613,0.113299,0.747474,0.064592,0,0.439151,0.14111,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_16417",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",8.156737,0.196824,0.335827,0.287037,0.197045,0.064607,1.092635,0.553733,0.645008,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_16417",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",8.156737,0.196824,0.335827,0.287037,0.197045,0.064607,1.092635,0.553733,0.645008,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_16417",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",8.156737,0.196824,0.335827,0.287037,0.197045,0.064607,1.092635,0.553733,0.645008,"Protein kinases","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_19066",0,1,"Q9RA46.2","RecName: Full=Probable nitrate/nitrite antiporter NarK1",0.419002,0.584383,0.241535,23.990741,583.200448,90.10109,15.469467,26.924066,48.422238,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_19066",0,1,"Q9RA46.2","RecName: Full=Probable nitrate/nitrite antiporter NarK1",0.419002,0.584383,0.241535,23.990741,583.200448,90.10109,15.469467,26.924066,48.422238,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_24201",1,0,"Q9JYE1.1","RecName: Full=Copper-containing nitrite reductase; Flags: Precursor",3.138687,4.445309,3.794884,0.233329,0.148129,0,0,0.252984,0,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_24294",0,0,"I3R637.1","RecName: Full=Assimilatory ferredoxin-dependent nitrite reductase; Short=NiR; AltName: Full=Ferredoxin:nitrite reductase",2.455354,3.49568,2.859832,0.231429,0.547754,0.468868,0.612069,1.276487,0.170997,"Sulfur metabolism","K00381","cysI","sulfite reductase (NADPH) hemoprotein beta-component"
"g_26435",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",2.152073,2.28333,2.789933,0.210995,0.287856,0.31179,0.320413,0.324721,0.581818,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_26435",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",2.152073,2.28333,2.789933,0.210995,0.287856,0.31179,0.320413,0.324721,0.581818,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_26855",0,1,"Q53239.2","RecName: Full=Copper-containing nitrite reductase; AltName: Full=Cu-NIR; Flags: Precursor",16.86523,32.974251,31.125316,0.969393,1.277291,6.206042,1.661069,0.744559,0.54273,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_30989",0,0,"I3R637.1","RecName: Full=Assimilatory ferredoxin-dependent nitrite reductase; Short=NiR; AltName: Full=Ferredoxin:nitrite reductase",23.698758,11.515568,9.174639,1.769075,5.073964,2.028389,1.925064,2.056126,1.474161,"Sulfur metabolism","K00381","cysI","sulfite reductase (NADPH) hemoprotein beta-component"
"g_32124",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",79.091074,105.894238,158.361455,0.247979,0.579327,1.864011,0.578689,0.236107,0.384419,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_32124",0,1,"Q9RA45.2","RecName: Full=Probable nitrate/nitrite antiporter NarK2",79.091074,105.894238,158.361455,0.247979,0.579327,1.864011,0.578689,0.236107,0.384419,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_32633",0,1,"P10903.2","RecName: Full=Nitrate/nitrite transporter NarK; AltName: Full=Nitrite extrusion protein 1; AltName: Full=Nitrite facilitator 1",30.999151,12.144492,10.03821,0.182584,0.05413,0.078391,0.117146,0.035116,0,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_32633",0,1,"P10903.2","RecName: Full=Nitrate/nitrite transporter NarK; AltName: Full=Nitrite extrusion protein 1; AltName: Full=Nitrite facilitator 1",30.999151,12.144492,10.03821,0.182584,0.05413,0.078391,0.117146,0.035116,0,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_37842",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",0.1933,0.146619,0.169724,8.668954,9.344535,4.624453,4.178545,4.285874,6.896929,"Protein kinases","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_37842",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",0.1933,0.146619,0.169724,8.668954,9.344535,4.624453,4.178545,4.285874,6.896929,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_37842",0,0,"P27896.1","RecName: Full=Nitrate/nitrite sensor protein NarQ",0.1933,0.146619,0.169724,8.668954,9.344535,4.624453,4.178545,4.285874,6.896929,"Two-component system","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX"
"g_37935",0,0,"P0AF30.1","RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF29.1 RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF28.1 RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF31.1 RecName: Full=Nitrate/nitrite response regulator protein NarL",8.792113,16.71264,15.092152,2.198881,2.67758,3.986009,2.429499,3.251734,2.664081,"Two-component system","K07684","narL","two-component system, NarL family, nitrate/nitrite response regulator NarL"
"g_37935",0,0,"P0AF30.1","RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF29.1 RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF28.1 RecName: Full=Nitrate/nitrite response regulator protein NarL >P0AF31.1 RecName: Full=Nitrate/nitrite response regulator protein NarL",8.792113,16.71264,15.092152,2.198881,2.67758,3.986009,2.429499,3.251734,2.664081,"Two-component system","K07684","narL","two-component system, NarL family, nitrate/nitrite response regulator NarL"
"g_41999",0,1,"P10903.2","RecName: Full=Nitrate/nitrite transporter NarK; AltName: Full=Nitrite extrusion protein 1; AltName: Full=Nitrite facilitator 1",4.866038,8.516714,8.327651,1.799725,1.99148,2.87984,2.334103,2.130438,2.628898,"Transporters","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_41999",0,1,"P10903.2","RecName: Full=Nitrate/nitrite transporter NarK; AltName: Full=Nitrite extrusion protein 1; AltName: Full=Nitrite facilitator 1",4.866038,8.516714,8.327651,1.799725,1.99148,2.87984,2.334103,2.130438,2.628898,"Nitrogen metabolism","K02575","NRT, narK, nrtP, nasA","MFS transporter, NNP family, nitrate/nitrite transporter"
"g_45073",1,0,"Q9JTB8.1","RecName: Full=Copper-containing nitrite reductase; Flags: Precursor",2.201229,1.132883,0.804526,2.974849,2.272268,4.187229,0.710443,0.453148,3.01898,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_51884",0,0,"Q06006.1","RecName: Full=Copper-containing nitrite reductase; AltName: Full=Cu-NIR; Flags: Precursor",0,0,1.207631,2.609734,1.377033,7.064687,2.119165,3.59832,1.781215,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_55724",1,0,"Q9JTB8.1","RecName: Full=Copper-containing nitrite reductase; Flags: Precursor",250.942679,346.535953,310.291483,15.258011,35.231032,26.572097,8.282034,11.491667,6.250245,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_00634",0,0,"Q9HZE0.1","RecName: Full=NAD-specific glutamate dehydrogenase; Short=NAD-GDH; AltName: Full=NAD(+)-dependent glutamate dehydrogenase",12.997817,0.68777,0.750507,0.313121,1.084808,0.066339,0.878253,0.777858,0.171672,"Nitrogen metabolism","K15371","GDH2","glutamate dehydrogenase"
"g_00714",0,0,"Q00616.1","RecName: Full=Cytochrome P450 55A2; AltName: Full=Cytochrome P450NOR1",22.707052,1.752588,0.953306,0,0,0,0,0.082528,0.062522,"Nitrogen metabolism","K15877","CYP 55.00","fungal nitric oxide reductase"
"g_00722",0,0,"P9WN18.1","RecName: Full=Glutamate synthase",3.552317,4.190462,2.755459,0,0,0.049907,0,0,0,"Nitrogen metabolism","K00266","gltD","glutamate synthase (NADPH) small chain"
"g_00767",0,0,"Q12723.1","RecName: Full=Nitronate monooxygenase; AltName: Full=2-nitropropane dioxygenase; Short=2-NPD; AltName: Full=Nitroalkane oxidase",47.98041,19.26523,13.540803,0.136358,0.374216,0.478647,0.432292,0.138662,0.285809,"Nitrogen metabolism","K00459","ncd2, npd","nitronate monooxygenase"
"g_02041",0,0,"Q6C3E0.1","RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase",241.811247,136.494522,110.976683,0.921128,0.819407,3.873288,1.152623,1.300334,0.642751,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_02196",0,0,"Q6C3E0.1","RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase",8.573308,4.377689,3.570049,0,0.194174,0.110956,0.12169,0.143997,0.146295,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_04281",0,0,"P49050.1","RecName: Full=Nitrate reductase",4.960089,2.657505,2.546559,0,0,0.195767,0,0,0,"Nitrogen metabolism","K10534","NR","nitrate reductase (NAD(P)H)"
"g_04878",0,0,"O94255.2","RecName: Full=Carbonic anhydrase; AltName: Full=Carbonate dehydratase",13.698067,4.060198,4.771398,0,0.059897,0.081639,0.068599,0.109145,0,"Nitrogen metabolism","K01673","cynT, can","carbonic anhydrase"
"g_05521",1,1,"Q04508.2","RecName: Full=Ammonia monooxygenase beta subunit; Short=AMO; AltName: Full=Heterotrimeric Cu-heme enzyme; Flags: Precursor",215.853475,413.767233,310.771846,16.063124,30.448946,10.948341,6.052045,5.497001,3.794343,"Nitrogen metabolism","K10945","pmoB-amoB","methane/ammonia monooxygenase subunit B"
"g_06235",0,0,"P22248.1","RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase; AltName: Full=Glutamine synthetase I beta; Short=GSI beta",1.547238,4.947656,3.097935,0.101853,0,0,0,0,0,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_06363",0,0,"P00365.4","RecName: Full=NAD-specific glutamate dehydrogenase; Short=NAD-GDH",93.27485,67.363713,63.081423,2.855352,2.204523,3.407947,2.048459,1.551774,1.429311,"Nitrogen metabolism","K15371","GDH2","glutamate dehydrogenase"
"g_06597",0,0,"P25006.2","RecName: Full=Copper-containing nitrite reductase; AltName: Full=Cu-NIR; Flags: Precursor",11.866844,3.593927,2.737222,125.538635,181.796918,165.616294,70.811052,57.708414,61.83298,"Nitrogen metabolism","K00368","nirK","nitrite reductase (NO-forming)"
"g_07484",0,1,"Q51705.1","RecName: Full=Nitrous-oxide reductase; AltName: Full=N(2)OR; AltName: Full=N2O reductase; Flags: Precursor",6.205732,8.504008,5.339756,0.061682,0.079414,0.180767,0.117841,0.36915,0.325155,"Nitrogen metabolism","K00376","nosZ","nitrous-oxide reductase"
"g_07498",0,0,"P22944.2","RecName: Full=Nitrite reductase",9.796379,7.95545,7.824563,0,0,0,0.018051,0,0,"Nitrogen metabolism","K17877","NIT-6","nitrite reductase (NAD(P)H)"
"g_08083",0,0,"P43793.1","RecName: Full=NADP-specific glutamate dehydrogenase; Short=NADP-GDH",2.810257,2.817081,3.834301,57.416422,45.390876,35.026788,30.759647,22.703951,20.390161,"Nitrogen metabolism","K00262","E1.4.1.4, gdhA","glutamate dehydrogenase (NADP+)"
"g_08855",0,0,"P78061.2","RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase",19.604623,8.667341,8.407387,20.051294,15.40677,15.009659,17.055078,14.551316,18.937575,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_08986",0,0,"P0A591.1","RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase; AltName: Full=Glutamine synthetase I beta; Short=GSI beta >P9WN38.1 RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase; AltName: Full=Glutamine synthetase I beta; Short=GSI beta >P9WN39.1 RecName: Full=Glutamine synthetase; Short=GS; AltName: Full=Glutamate--ammonia ligase; AltName: Full=Glutamine synthetase I beta; Short=GSI beta",25.53092,36.564102,45.874894,0.200916,0.111907,1.086596,0.445729,0.551019,0.05242,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_09515",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",5.599956,3.068828,1.880122,0.022615,0.086557,0.078536,0.017199,0.048424,0.395572,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_11564",0,0,"P78061.2","RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase",10.822571,10.188949,7.007517,0.197404,0.468734,0.230661,0.176145,0.290131,0.325821,"Nitrogen metabolism","K01915","glnA, GLUL","glutamine synthetase"
"g_11644",0,0,"P09152.4","RecName: Full=Respiratory nitrate reductase 1 alpha chain; AltName: Full=Nitrate reductase A subunit alpha; AltName: Full=Quinol-nitrate oxidoreductase subunit alpha",12.011783,1.574112,1.212254,0.082781,0.208123,0.088154,0.166473,0.099304,0.185826,"Nitrogen metabolism","K00370","narG, narZ, nxrA","nitrate reductase / nitrite oxidoreductase, alpha subunit"
"g_11690",0,0,"Q9HZE0.1","RecName: Full=NAD-specific glutamate dehydrogenase; Short=NAD-GDH; AltName: Full=NAD(+)-dependent glutamate dehydrogenase",9.611441,7.307371,7.015097,17.602416,16.990091,16.993235,14.458955,11.757242,25.039811,"Nitrogen metabolism","K15371","GDH2","glutamate dehydrogenase"
